,Player,Season,BA,SLG,launch_angle,sweet_spot_percentage,max_ev,average_ev,fly_ball_line_drive_ev,ground_ball_ev,max_distance,average_distance,average_homerun,hard_hit_95mph+,hard_hit_percentage,hard_hit_swing_percentage,total_barrels,barrels_batted_balls_percentage,barrels_plate_appearance_percentage
183,"Gattis, Evan",2018,0.226,0.452,17.8,31.2,111.8,87.6,92.1,83.6,430,185,389.0,108,34.4,13.6,24,7.6,5.3
184,"Gregorius, Didi",2017,0.287,0.478,17.7,35.5,106.2,84.5,88.5,82.0,429,186,377.0,98,20.9,8.1,17,3.6,3.0
185,"Grichuk, Randal",2018,0.245,0.502,18.7,35.1,114.1,90.7,95.9,86.9,471,201,403.0,132,43.4,14.5,44,14.4,9.5
186,"Healy, Ryon",2017,0.271,0.451,12.8,35.6,112.7,88.3,93.2,84.5,443,176,413.0,175,40.4,16.1,33,7.6,5.5
187,"Hosmer, Eric",2017,0.318,0.498,3.9,30.3,118.0,89.8,94.2,87.8,458,150,402.0,196,39.4,16.2,35,7.0,5.2
188,"Joyce, Matt",2017,0.243,0.473,15.1,38.0,109.7,88.2,93.4,82.6,438,202,403.0,125,34.4,13.0,32,8.8,5.9
189,"Moncada, Yoán",2019,0.315,0.548,12.3,40.4,115.8,93.1,95.5,91.8,462,185,406.0,173,47.9,16.4,44,12.2,7.9
190,"Pederson, Joc",2018,0.248,0.522,15.8,29.9,113.9,91.5,94.7,90.2,437,191,391.0,125,40.6,14.8,26,8.3,5.9
191,"Realmuto, J.T.",2019,0.275,0.493,14.4,35.0,112.9,90.3,94.4,87.7,456,186,393.0,174,41.1,14.7,37,8.7,6.2
192,"Rendon, Anthony",2017,0.301,0.533,18.3,34.7,110.1,89.8,92.6,87.3,454,207,402.0,164,38.4,15.3,28,6.5,4.6
193,"Rizzo, Anthony",2018,0.283,0.47,14.7,36.2,112.6,90.1,93.2,88.4,453,185,404.0,200,40.6,17.1,32,6.5,4.8
194,"Smoak, Justin",2018,0.242,0.457,15.0,36.9,110.7,89.5,94.4,84.6,420,187,390.0,149,42.5,15.1,38,10.8,6.4
195,"Thames, Eric",2019,0.247,0.505,19.0,36.0,110.5,90.9,93.5,87.4,432,209,396.0,111,44.2,12.5,23,8.9,5.0
196,"Zunino, Mike",2017,0.251,0.509,20.5,35.1,114.1,90.3,96.0,84.5,470,200,412.0,107,46.9,12.0,33,14.5,7.6
197,"Albies, Ozzie",2018,0.261,0.452,16.1,34.0,109.9,86.8,91.7,82.8,427,176,389.0,155,29.4,11.4,25,4.7,3.7
198,"Albies, Ozzie",2019,0.295,0.5,15.6,36.8,110.8,88.9,91.4,86.3,444,190,395.0,181,34.0,13.1,35,6.6,5.0
199,"Altuve, Jose",2017,0.346,0.547,9.7,34.8,109.1,86.1,91.3,82.2,430,167,393.0,143,28.1,13.0,34,6.7,5.1
200,"Betts, Mookie",2017,0.264,0.459,14.3,31.9,111.7,88.4,92.9,87.4,434,179,396.0,208,37.9,20.6,25,4.5,3.5
201,"Chapman, Matt",2018,0.278,0.508,14.9,30.5,115.3,93.1,95.9,93.1,434,182,397.0,192,47.8,18.2,36,8.9,5.8
202,"Choo, Shin-Soo",2019,0.265,0.455,9.2,31.8,111.8,91.9,96.7,88.5,472,161,410.0,195,49.0,17.0,35,8.8,5.3
203,"Contreras, Willson",2019,0.272,0.533,7.5,31.2,113.1,88.5,94.7,84.3,463,167,408.0,108,41.5,13.8,30,11.5,7.3
204,"Correa, Carlos",2017,0.315,0.55,9.3,38.6,112.0,90.5,95.2,86.7,449,173,399.0,150,44.9,18.7,31,9.3,6.4
205,"Cozart, Zack",2017,0.297,0.548,14.8,35.7,108.3,85.8,89.5,82.6,433,183,391.0,105,28.9,12.1,16,4.4,3.2
206,"Franco, Maikel",2017,0.23,0.409,11.5,26.6,113.0,88.8,93.6,86.8,431,165,391.0,175,36.2,14.9,29,6.0,4.7
207,"Grandal, Yasmani",2018,0.241,0.466,14.1,32.9,111.0,88.9,94.5,84.5,429,187,404.0,127,40.4,14.9,37,11.6,7.1
208,"Happ, Ian",2017,0.253,0.514,13.3,36.9,114.2,88.5,93.4,84.5,443,195,403.0,95,39.4,11.9,32,13.3,7.7
209,"Healy, Ryon",2018,0.235,0.412,12.3,32.2,112.0,89.6,93.2,88.4,441,165,402.0,159,41.6,17.5,27,7.1,5.2
210,"Laureano, Ramón",2019,0.288,0.521,14.7,37.2,111.6,89.7,93.3,86.7,438,187,405.0,127,40.4,13.3,31,9.7,6.4
211,"Mancini, Trey",2017,0.293,0.488,7.1,30.9,115.5,88.6,95.1,85.0,459,158,399.0,167,41.2,14.4,41,10.0,7.0
212,"Mancini, Trey",2018,0.242,0.416,5.4,27.6,115.0,89.9,95.0,87.0,438,147,387.0,186,42.9,14.9,51,11.8,8.0
213,"McMahon, Ryan",2019,0.25,0.45,8.8,36.3,112.9,91.9,95.8,89.1,479,166,415.0,154,48.0,13.8,29,9.0,5.4
214,"Pérez, Roberto",2019,0.239,0.452,5.7,32.2,112.8,90.2,95.0,86.7,447,163,404.0,112,41.3,14.7,30,11.0,6.7
215,"Puig, Yasiel",2019,0.267,0.458,13.8,30.0,114.4,90.0,94.1,88.0,455,182,410.0,162,39.1,13.7,39,9.2,6.4
216,"Rendon, Anthony",2018,0.308,0.535,17.9,39.8,109.9,90.7,93.7,89.0,430,200,395.0,204,44.8,18.1,47,10.3,7.9
217,"Rosario, Eddie",2018,0.288,0.479,17.8,32.5,108.1,87.7,92.6,82.8,418,186,378.0,153,34.2,12.6,38,8.3,6.4
218,"Santana, Carlos",2018,0.229,0.414,15.4,30.1,113.5,88.9,93.2,87.8,445,174,399.0,184,39.1,15.9,33,6.9,4.9
219,"Story, Trevor",2017,0.239,0.457,19.2,37.1,110.1,89.4,93.8,84.7,438,208,407.0,120,38.3,10.9,33,10.5,5.9
220,"Torres, Gleyber",2018,0.271,0.48,19.0,38.7,109.4,88.9,91.2,87.3,444,196,396.0,116,36.8,12.3,29,9.2,6.0
221,"Villar, Jonathan",2019,0.274,0.453,8.2,30.3,114.0,88.9,92.8,87.5,456,157,412.0,175,37.1,12.4,32,6.8,4.5
222,"Alonso, Yonder",2018,0.25,0.421,15.7,36.9,112.3,87.8,92.5,85.5,431,181,399.0,146,37.5,13.2,39,9.8,6.8
223,"Báez, Javier",2017,0.273,0.48,10.1,28.2,113.3,87.9,94.0,84.4,463,168,410.0,119,36.0,11.4,28,8.4,5.5
224,"Bautista, José",2017,0.203,0.366,17.0,29.7,112.9,88.3,93.1,85.4,450,188,402.0,151,35.6,12.4,28,6.6,4.1
225,"Bogaerts, Xander",2018,0.288,0.522,12.6,32.9,111.9,90.6,95.1,87.8,436,169,407.0,174,41.8,17.0,41,9.8,7.1
226,"Cabrera, Asdrúbal",2018,0.262,0.458,14.6,32.9,108.3,90.0,93.8,87.4,425,178,385.0,167,39.3,15.2,31,7.2,5.2
227,"Canó, Robinson",2017,0.28,0.453,7.5,33.9,112.7,90.3,94.0,87.9,443,165,398.0,224,44.0,18.6,32,6.3,4.9
228,"Carpenter, Matt",2017,0.241,0.451,22.6,37.7,113.0,89.7,92.4,86.1,427,222,400.0,140,37.2,14.7,31,8.2,5.0
229,"Castellanos, Nick",2018,0.298,0.5,15.2,45.3,110.3,89.6,93.6,84.9,426,198,384.0,192,40.7,14.3,53,11.2,7.8
230,"Davis, Khris",2019,0.22,0.387,13.1,31.5,109.9,90.2,95.2,85.4,432,184,396.0,133,40.4,12.4,33,9.8,6.2
231,"Escobar, Eduardo",2018,0.272,0.489,18.9,38.6,108.8,86.5,90.8,82.3,447,197,400.0,122,27.6,9.3,37,8.3,5.9
232,"Freeman, Freddie",2018,0.309,0.505,14.5,44.7,109.6,89.1,93.7,83.0,441,190,402.0,196,39.8,13.2,46,9.3,6.5
233,"Galvis, Freddy",2019,0.26,0.438,14.7,31.8,105.6,88.8,91.3,87.4,434,177,388.0,151,36.4,12.1,23,5.5,3.9
234,"Gennett, Scooter",2018,0.31,0.49,14.0,37.5,108.5,87.3,90.9,83.9,420,179,377.0,151,32.3,11.5,27,5.8,4.2
235,"Lowrie, Jed",2018,0.267,0.448,17.4,38.0,108.0,89.2,91.9,86.5,412,197,380.0,178,37.9,14.2,25,5.3,3.7
236,"Marte, Starling",2019,0.295,0.503,8.2,30.8,111.6,88.6,93.8,85.3,455,159,404.0,171,38.6,15.0,36,8.0,6.1
237,"McNeil, Jeff",2019,0.318,0.531,13.8,34.2,107.2,89.0,92.2,87.1,444,172,392.0,160,36.7,12.9,21,4.8,3.7
238,"Murphy, Daniel",2017,0.322,0.543,17.3,39.6,108.4,89.6,92.8,87.1,428,196,389.0,192,41.8,18.8,22,4.8,3.7
239,"Ozuna, Marcell",2018,0.28,0.433,10.8,30.3,117.2,91.5,94.9,90.1,479,165,415.0,214,45.1,19.0,46,9.7,7.3
240,"Pham, Tommy",2017,0.306,0.52,6.9,34.3,111.6,89.6,94.6,86.4,443,151,407.0,145,43.7,18.0,31,9.3,5.8
241,"Polanco, Gregory",2018,0.254,0.499,20.1,33.6,112.9,88.9,93.6,86.8,440,191,401.0,132,37.8,13.2,33,9.4,6.2
242,"Puig, Yasiel",2018,0.267,0.494,12.1,33.8,115.3,89.5,93.7,87.5,463,177,413.0,130,41.0,15.7,34,10.6,7.7
243,"Pujols, Albert",2017,0.241,0.386,13.5,31.9,112.2,88.7,93.3,85.6,459,177,408.0,197,39.2,16.8,27,5.4,4.2
244,"Pujols, Albert",2019,0.244,0.43,12.5,26.5,112.3,88.3,92.2,87.2,438,167,403.0,155,36.6,16.7,25,5.8,4.6
245,"Ramírez, José",2019,0.255,0.479,19.8,32.6,112.1,89.2,91.8,87.7,431,199,397.0,148,35.7,16.0,26,6.3,4.8
246,"Santana, Carlos",2017,0.259,0.455,13.0,28.4,112.3,88.6,93.4,85.1,434,173,395.0,184,38.6,17.4,36,7.5,5.4
247,"Schoop, Jonathan",2019,0.256,0.473,12.4,35.5,114.9,87.6,93.7,83.7,467,171,404.0,122,38.5,12.4,28,8.8,6.0
248,"Seager, Kyle",2019,0.239,0.468,18.4,36.9,107.1,89.5,93.2,84.7,420,202,383.0,121,39.7,14.6,26,8.4,5.9
249,"Trumbo, Mark",2017,0.234,0.397,12.7,26.5,118.5,89.8,94.3,88.3,461,170,401.0,158,38.5,13.8,29,7.1,4.8
250,"Vázquez, Christian",2019,0.276,0.477,13.3,37.5,107.4,89.4,92.8,86.5,443,186,387.0,152,40.1,15.1,23,5.9,4.4
251,"Abreu, José",2018,0.265,0.473,12.2,35.4,115.5,91.3,95.1,89.1,451,178,407.0,179,45.2,17.3,36,9.1,6.5
252,"Beckham, Tim",2017,0.278,0.454,8.5,34.8,110.1,88.4,94.3,84.3,456,166,402.0,149,40.7,12.7,35,9.5,6.1
253,"Brantley, Michael",2019,0.311,0.503,10.6,36.3,108.9,88.8,92.4,87.1,438,165,394.0,187,37.3,18.4,28,5.5,4.4
254,"Braun, Ryan",2019,0.285,0.505,7.3,33.3,111.7,91.5,95.6,89.2,443,163,404.0,160,45.3,16.5,34,9.5,6.7
255,"Castro, Starlin",2019,0.27,0.436,11.0,29.6,113.3,88.5,91.5,87.4,438,161,399.0,201,37.7,16.4,33,6.2,4.9
256,"Choo, Shin-Soo",2017,0.261,0.423,7.9,35.9,109.8,88.7,93.7,84.4,447,168,401.0,158,37.8,14.8,36,8.6,5.7
257,"Davis, J.D.",2019,0.307,0.527,10.2,36.8,114.7,91.5,95.2,88.7,449,171,404.0,149,47.9,16.9,35,11.1,7.7
258,"Desmond, Ian",2018,0.236,0.422,0.1,28.5,112.0,90.1,95.8,87.5,472,130,405.0,179,43.2,16.0,29,7.0,4.7
259,"Franco, Maikel",2018,0.27,0.467,9.5,29.4,114.5,88.0,91.7,88.0,435,153,394.0,127,34.1,14.9,24,6.4,5.2
260,"Grandal, Yasmani",2017,0.247,0.459,12.6,34.3,109.3,88.2,93.8,84.3,425,177,389.0,121,38.8,13.5,23,7.4,4.8
261,"Grichuk, Randal",2017,0.238,0.473,16.2,37.4,113.3,89.0,95.4,81.6,434,200,406.0,116,41.4,13.4,45,16.0,10.2
262,"Hernández, Teoscar",2018,0.239,0.468,17.0,34.8,112.2,91.8,97.7,85.3,440,201,401.0,145,45.9,13.9,49,15.5,9.4
263,"Herrera, Odúbel",2018,0.255,0.42,13.2,28.8,114.7,86.7,89.8,86.3,453,162,394.0,136,31.9,11.2,21,4.9,3.5
264,"Hosmer, Eric",2019,0.265,0.425,2.1,28.9,114.3,90.8,94.1,88.9,432,137,402.0,212,46.0,16.6,33,7.2,4.9
265,"Joseph, Tommy",2017,0.24,0.432,14.1,30.9,112.8,89.3,94.2,86.8,447,177,401.0,148,40.3,14.7,27,7.3,5.1
266,"Kinsler, Ian",2017,0.236,0.412,19.5,37.2,105.9,86.3,91.3,81.7,414,198,383.0,140,30.1,13.0,23,4.9,3.8
267,"Moreland, Mitch",2017,0.246,0.443,11.6,34.9,113.3,89.3,94.9,84.4,449,184,412.0,142,36.4,13.5,47,12.0,8.2
268,"Moss, Brandon",2017,0.207,0.428,17.8,36.4,112.8,89.6,94.6,81.8,474,206,411.0,99,41.9,12.4,35,14.8,8.7
269,"Narváez, Omar",2019,0.278,0.46,17.9,40.4,106.1,85.5,88.8,82.3,420,193,385.0,93,28.1,9.8,18,5.3,3.7
270,"Ohtani, Shohei",2018,0.285,0.564,12.4,35.6,113.9,92.9,97.8,88.6,449,180,413.0,115,51.1,17.2,36,16.0,9.8
271,"Polanco, Jorge",2019,0.295,0.485,19.1,41.4,108.2,88.0,91.7,83.3,424,208,393.0,172,33.1,13.8,35,6.7,5.0
272,"Seager, Corey",2017,0.295,0.479,11.1,40.4,110.9,89.7,94.9,83.9,450,178,408.0,182,44.3,16.2,35,8.5,5.7
273,"Seager, Kyle",2018,0.221,0.4,18.5,37.0,110.5,89.8,92.6,87.6,424,197,385.0,178,39.6,15.2,25,5.6,4.0
274,"Smoak, Justin",2019,0.208,0.406,16.7,37.5,110.8,90.3,93.7,87.4,438,205,400.0,123,39.8,15.2,34,11.0,6.8
275,"Soto, Juan",2018,0.292,0.517,6.2,29.7,113.7,90.5,97.5,86.5,440,152,395.0,133,42.2,16.8,31,9.8,6.3
276,"Springer, George",2018,0.265,0.434,9.5,30.1,114.7,88.6,93.3,86.1,476,157,411.0,159,37.4,14.3,38,8.9,6.2
277,"Valbuena, Luis",2017,0.199,0.432,17.2,30.1,108.4,87.5,93.1,82.4,438,196,400.0,82,33.3,10.9,27,11.0,6.7
278,"Choo, Shin-Soo",2018,0.264,0.434,6.1,35.9,109.5,89.3,95.2,84.1,447,164,404.0,165,40.5,14.6,45,11.1,6.8
279,"Contreras, Willson",2017,0.276,0.499,7.1,29.4,115.1,88.2,95.7,83.6,442,157,409.0,101,35.9,13.1,29,10.3,6.8
280,"Devers, Rafael",2018,0.24,0.433,11.2,30.2,116.3,90.9,95.2,89.7,447,167,399.0,139,42.0,14.6,30,9.1,6.1
281,"Dozier, Brian",2018,0.215,0.391,17.5,30.5,104.8,86.8,91.8,82.8,409,179,379.0,123,29.4,11.7,27,6.3,4.3
282,"Escobar, Eduardo",2017,0.254,0.449,17.8,37.2,108.4,86.5,90.6,83.1,438,197,404.0,111,30.6,10.6,30,8.3,6.0
283,"Frazier, Todd",2019,0.251,0.443,17.1,34.6,108.4,88.3,92.0,85.8,437,185,392.0,129,38.3,15.1,25,7.3,5.0
284,"Gardner, Brett",2017,0.264,0.428,10.3,34.4,107.9,86.4,90.2,83.7,415,167,387.0,149,31.0,14.2,18,3.8,2.6
285,"Heyward, Jason",2019,0.251,0.429,11.3,31.8,111.8,88.8,91.2,88.2,427,168,391.0,147,36.5,14.5,23,5.7,3.9
286,"Kemp, Matt",2018,0.29,0.481,15.8,42.1,111.4,89.6,94.2,83.8,427,195,409.0,134,39.1,14.4,39,11.0,7.7
287,"Morales, Kendrys",2018,0.249,0.438,10.0,34.4,111.6,92.3,95.3,90.3,437,180,395.0,170,52.6,20.5,39,12.1,8.3
288,"Pham, Tommy",2018,0.275,0.464,6.6,38.7,112.1,93.0,95.3,91.4,454,171,407.0,178,49.9,19.9,36,10.1,6.3
289,"Pham, Tommy",2019,0.273,0.45,5.2,29.7,113.3,90.9,95.4,88.4,458,149,406.0,200,45.0,20.0,35,7.9,5.4
290,"Pillar, Kevin",2019,0.259,0.432,14.1,32.9,111.7,86.4,90.8,84.0,440,163,400.0,163,30.8,13.0,26,4.9,4.0
291,"Pollock, AJ",2018,0.257,0.484,13.5,31.5,108.6,89.2,93.7,84.8,455,183,405.0,130,40.6,15.7,32,10.0,7.0
292,"Realmuto, J.T.",2018,0.277,0.484,14.5,39.8,109.8,88.9,92.4,86.0,434,177,406.0,155,41.2,16.1,34,9.0,6.4
293,"Santana, Domingo",2019,0.253,0.441,11.3,40.1,109.5,89.0,94.7,82.2,425,179,399.0,118,42.1,11.8,35,12.1,6.9
294,"Schoop, Jonathan",2018,0.233,0.416,11.5,30.9,111.2,86.4,90.0,85.3,446,156,393.0,111,30.6,11.1,18,5.0,3.6
295,"Taylor, Chris",2017,0.288,0.496,12.2,39.7,110.1,87.1,91.2,83.3,443,179,398.0,126,34.1,12.1,30,8.0,5.3
296,"Tellez, Rowdy",2019,0.227,0.449,14.0,37.0,115.2,90.7,94.5,87.2,455,191,406.0,107,41.6,13.6,34,13.2,8.3
297,"Turner, Justin",2017,0.322,0.53,18.5,37.7,107.8,89.4,92.2,86.6,430,208,396.0,156,38.6,17.5,35,8.6,6.4
298,"Urshela, Gio",2019,0.314,0.534,13.6,36.5,113.3,90.6,94.2,87.7,461,185,407.0,147,41.8,14.5,25,7.0,5.3
299,"Voit, Luke",2019,0.263,0.464,12.7,38.5,112.6,89.7,95.4,82.8,470,183,410.0,118,41.5,12.4,38,13.2,7.5
300,"Yastrzemski, Mike",2019,0.272,0.518,19.5,36.9,108.5,89.6,94.6,85.2,472,204,406.0,115,42.9,14.8,30,11.2,7.3
301,"Adames, Willy",2019,0.254,0.418,10.8,36.1,110.9,88.5,93.0,84.4,462,166,396.0,136,35.6,12.4,32,8.4,5.5
302,"Adams, Matt",2017,0.274,0.522,15.9,34.1,111.3,88.9,94.3,83.7,431,188,396.0,102,40.3,13.2,27,10.6,7.4
303,"Anderson, Tim",2018,0.24,0.406,10.8,33.3,112.5,85.8,90.6,82.1,414,161,384.0,118,27.9,9.9,20,4.7,3.3
304,"Anderson, Brian",2019,0.261,0.468,11.1,31.3,114.4,89.9,94.6,86.7,446,173,398.0,160,46.0,17.5,31,8.9,6.0
305,"Andrus, Elvis",2017,0.297,0.471,7.6,32.5,108.1,86.5,91.8,82.9,436,160,403.0,171,31.3,14.2,23,4.2,3.3
306,"Benintendi, Andrew",2017,0.271,0.424,14.7,31.7,108.5,87.5,91.4,84.9,454,177,398.0,157,33.4,14.1,26,5.5,4.0
307,"Bour, Justin",2018,0.227,0.404,9.9,33.4,115.5,88.9,95.6,85.1,437,167,405.0,117,39.0,13.6,31,10.3,6.2
308,"Braun, Ryan",2018,0.254,0.469,6.4,36.2,116.3,92.3,97.4,88.1,443,168,401.0,160,49.5,19.7,35,10.8,7.9
309,"Broxton, Keon",2017,0.22,0.42,10.3,39.0,109.8,87.2,92.8,80.9,449,183,403.0,84,34.9,9.5,28,11.6,6.0
310,"Castillo, Welington",2017,0.282,0.49,14.4,39.0,108.3,89.4,93.8,84.7,440,187,399.0,108,44.3,17.3,25,10.2,6.8
311,"Davidson, Matt",2018,0.228,0.419,13.8,36.0,115.1,90.0,95.8,86.6,450,187,400.0,115,42.3,12.0,33,12.1,6.7
312,"Desmond, Ian",2019,0.255,0.479,8.7,32.4,113.6,90.9,93.6,90.1,486,163,425.0,139,42.5,16.5,34,10.4,7.1
313,"Dozier, Brian",2019,0.238,0.43,19.0,32.1,106.6,88.5,92.9,84.6,435,189,394.0,110,35.4,13.7,21,6.7,4.4
314,"García, Avisaíl",2019,0.282,0.464,9.8,34.1,116.2,89.5,95.2,86.4,485,166,416.0,148,40.3,13.9,43,11.7,8.1
315,"Gyorko, Jedd",2017,0.272,0.472,15.5,32.3,110.6,86.4,92.6,81.3,450,179,394.0,102,31.5,11.1,26,7.9,5.4
316,"Kepler, Max",2018,0.224,0.408,16.3,30.1,112.7,89.5,93.8,86.0,427,189,395.0,165,38.2,16.4,29,6.6,4.7
317,"Longoria, Evan",2017,0.261,0.424,12.7,32.4,109.9,86.7,92.7,82.4,422,170,394.0,167,32.4,13.5,27,5.2,4.0
318,"Longoria, Evan",2019,0.254,0.437,14.0,35.8,110.3,89.7,93.2,86.8,438,184,406.0,141,40.8,14.9,26,7.5,5.1
319,"Marte, Starling",2018,0.277,0.46,8.9,31.5,112.0,88.4,94.2,84.9,462,159,399.0,175,38.8,14.2,34,7.5,5.6
320,"Mazara, Nomar",2017,0.253,0.422,11.3,30.5,113.6,89.0,94.9,85.6,453,165,414.0,159,37.1,14.1,28,6.5,4.5
321,"Mazara, Nomar",2018,0.258,0.436,5.3,28.2,117.1,90.5,94.2,89.1,449,149,416.0,163,43.4,16.2,32,8.5,6.0
322,"McCutchen, Andrew",2018,0.255,0.424,13.4,36.2,110.9,90.0,94.1,86.2,427,179,387.0,180,41.9,15.7,36,8.4,5.3
323,"Molina, Yadier",2018,0.261,0.436,15.4,37.6,107.2,88.2,92.3,84.5,438,184,394.0,135,33.8,13.0,22,5.5,4.4
324,"Profar, Jurickson",2018,0.254,0.458,12.4,33.6,112.2,87.3,91.7,84.4,436,168,403.0,140,31.8,12.3,22,5.0,3.7
325,"Profar, Jurickson",2019,0.218,0.41,14.0,29.7,108.2,86.7,91.8,83.7,425,171,387.0,118,31.3,12.7,25,6.5,4.8
326,"Santander, Anthony",2019,0.261,0.476,15.3,31.2,112.9,89.9,92.4,89.7,435,189,407.0,109,36.6,12.6,23,7.7,5.7
327,"Villanueva, Christian",2018,0.236,0.45,20.8,33.5,110.0,86.7,90.6,85.2,434,188,392.0,75,31.3,8.8,24,9.7,6.3
328,"Zunino, Mike",2018,0.201,0.41,18.0,33.3,116.0,89.5,97.1,82.4,470,188,404.0,101,44.9,12.0,31,13.8,7.7
329,"Ahmed, Nick",2019,0.254,0.437,7.6,35.5,108.3,87.8,91.8,84.6,443,161,410.0,155,34.0,13.3,30,6.6,4.8
330,"Altherr, Aaron",2017,0.272,0.516,11.2,32.7,112.3,89.3,94.1,86.5,421,173,395.0,115,42.8,16.2,28,10.4,6.8
331,"Bregman, Alex",2017,0.284,0.475,16.4,34.5,105.6,87.6,91.8,84.2,430,185,389.0,159,34.3,15.4,22,4.7,3.5
332,"Calhoun, Kole",2017,0.244,0.392,12.3,34.9,110.1,88.3,92.0,85.6,425,176,397.0,156,35.5,12.9,25,5.7,3.8
333,"Calhoun, Kole",2018,0.208,0.369,12.1,34.3,109.4,90.4,94.4,86.4,436,181,403.0,157,43.1,14.9,34,9.3,6.2
334,"Camargo, Johan",2018,0.272,0.457,12.6,31.2,109.6,88.0,91.0,86.8,431,166,389.0,121,33.7,11.7,18,5.0,3.4
335,"Candelario, Jeimer",2018,0.224,0.393,15.3,32.0,112.7,87.1,91.8,85.2,440,174,398.0,129,33.6,11.3,23,6.0,3.7
336,"DeJong, Paul",2018,0.241,0.433,19.1,37.7,110.4,89.3,93.4,85.6,486,205,400.0,128,40.3,14.6,29,9.1,5.9
337,"Fowler, Dexter",2019,0.238,0.409,12.9,40.3,111.1,85.5,90.5,80.1,430,181,391.0,99,28.7,9.5,26,7.4,4.5
338,"García, Avisaíl",2018,0.236,0.438,9.6,26.6,116.7,90.3,95.8,86.8,481,163,400.0,112,43.2,13.5,30,11.6,7.8
339,"Hiura, Keston",2019,0.303,0.57,16.4,35.6,112.4,91.4,95.2,88.8,442,191,402.0,100,50.0,14.1,28,13.5,8.0
340,"Holliday, Matt",2017,0.231,0.432,11.8,31.4,116.0,89.9,95.4,86.5,459,168,413.0,117,44.3,15.2,27,10.2,6.3
341,"Kemp, Matt",2017,0.276,0.463,8.4,39.1,111.9,88.3,93.6,83.7,423,171,395.0,131,38.8,14.3,32,9.4,6.9
342,"Kepler, Max",2017,0.243,0.425,13.2,31.9,113.2,88.7,92.3,88.0,440,174,398.0,147,36.7,15.9,16,4.0,2.8
343,"Kingery, Scott",2019,0.258,0.474,17.8,39.2,111.4,88.4,93.5,83.4,437,197,390.0,122,38.9,12.2,25,8.0,5.0
344,"Mazara, Nomar",2019,0.268,0.469,10.7,33.9,114.6,89.1,93.9,86.1,505,172,416.0,127,39.3,13.1,35,10.7,7.5
345,"Merrifield, Whit",2017,0.288,0.46,16.4,36.5,110.5,87.6,92.1,82.8,430,195,396.0,149,29.6,12.4,26,5.1,4.1
346,"Pujols, Albert",2018,0.245,0.411,14.1,34.5,112.1,90.0,93.6,88.8,430,179,400.0,165,40.9,18.9,25,6.2,5.0
347,"Seager, Corey",2019,0.272,0.483,14.3,35.2,109.7,88.8,93.3,84.1,441,189,403.0,149,38.2,15.3,29,7.3,5.4
348,"Taylor, Michael A.",2017,0.271,0.486,12.4,35.1,112.7,87.5,94.3,82.5,439,180,401.0,100,38.3,12.4,26,9.8,6.0
349,"Turner, Trea",2018,0.271,0.416,9.3,28.8,112.3,89.1,92.5,87.3,427,158,396.0,206,38.6,16.0,31,5.8,4.2
350,"Turner, Trea",2019,0.298,0.497,9.9,29.8,113.5,90.4,93.1,89.7,453,158,408.0,172,42.0,16.4,28,6.8,4.9
351,"Alfaro, Jorge",2019,0.262,0.425,4.7,33.3,114.7,90.8,96.4,86.6,473,154,404.0,125,44.8,11.9,32,11.5,6.9
352,"Anderson, Tim",2019,0.335,0.508,8.7,37.6,107.8,88.3,90.7,86.7,440,167,398.0,147,37.6,14.2,20,5.1,3.9
353,"Belt, Brandon",2017,0.241,0.469,22.0,34.8,108.4,89.3,93.9,85.1,456,216,406.0,112,40.6,13.1,31,11.1,6.9
354,"Cabrera, Asdrúbal",2019,0.26,0.441,14.4,37.3,108.4,89.1,93.2,85.2,416,190,390.0,124,35.3,13.0,20,5.7,3.9
355,"Chavis, Michael",2019,0.254,0.444,11.4,31.4,113.8,88.7,93.7,86.8,451,172,417.0,76,35.5,9.9,23,10.5,6.0
356,"Chirinos, Robinson",2018,0.222,0.419,21.9,36.5,107.3,88.0,93.3,81.2,456,206,393.0,88,39.6,11.0,24,10.8,5.6
357,"Díaz, Aledmys",2018,0.263,0.453,13.7,32.7,112.9,89.1,93.2,86.8,431,176,392.0,144,39.6,17.0,27,7.4,6.0
358,"Flores, Wilmer",2017,0.271,0.488,17.0,36.8,108.1,87.5,91.6,84.2,414,194,389.0,97,33.9,12.8,17,5.9,4.7
359,"Fowler, Dexter",2017,0.264,0.488,13.1,40.2,112.4,88.5,92.3,84.6,429,192,397.0,118,36.9,13.9,21,6.5,4.3
360,"Frazier, Todd",2018,0.213,0.39,18.7,31.6,114.1,89.6,93.9,87.5,437,194,395.0,111,37.0,13.6,21,6.9,4.4
361,"García, Avisaíl",2017,0.33,0.506,7.6,31.4,115.5,90.3,95.3,86.6,451,159,407.0,166,40.8,14.1,36,8.8,6.4
362,"Gurriel, Yuli",2017,0.299,0.486,10.4,29.2,114.4,89.9,94.4,87.8,435,170,393.0,205,43.5,21.9,16,3.4,2.8
363,"Hedges, Austin",2017,0.214,0.398,17.8,29.0,108.9,87.8,93.0,84.4,430,183,391.0,91,34.3,11.2,18,6.7,4.3
364,"Hosmer, Eric",2018,0.253,0.398,-1.5,26.3,112.2,88.7,95.1,86.3,439,118,400.0,177,38.2,14.2,28,5.9,4.1
